Direct thrombin inhibitor,Medication,414010005,SNOMED,2024-06-01
Medigoxin,Medication,418574005,SNOMED,2024-06-01
Levobunolol,Medication,418934007,SNOMED,2024-06-01
Long-acting coumarin derivative,Medication,420092006,SNOMED,2024-06-01
Ranolazine,Medication,420365007,SNOMED,2024-06-01
Difenacoum,Medication,420968001,SNOMED,2024-06-01
Aloxiprin,Medication,421012002,SNOMED,2024-06-01
Amifampridine,Medication,422654000,SNOMED,2024-06-01
Buffered aspirin,Medication,426365001,SNOMED,2024-06-01
Carvedilol phosphate,Medication,426471008,SNOMED,2024-06-01
Prasugrel,Medication,443129001,SNOMED,2024-06-01
Apixaban,Medication,698090000,SNOMED,2024-06-01
Nadroparin calcium,Medication,698278006,SNOMED,2024-06-01
Ticagrelor,Medication,698805004,SNOMED,2024-06-01
Dabigatran,Medication,698871007,SNOMED,2024-06-01
Triflusal,Medication,698872000,SNOMED,2024-06-01
Nadroparin,Medication,699946002,SNOMED,2024-06-01
Dabigatran etexilate,Medication,700029008,SNOMED,2024-06-01
Rosuvastatin,Medication,700067006,SNOMED,2024-06-01
Sodium glucose cotransporter subtype 2 inhibitor,Medication,703673007,SNOMED,2024-06-01
Dapagliflozin,Medication,703674001,SNOMED,2024-06-01
Dapagliflozin propanediol,Medication,703675000,SNOMED,2024-06-01
Canagliflozin,Medication,703676004,SNOMED,2024-06-01
Free phenytoin,Medication,706933005,SNOMED,2024-06-01
Edoxaban,Medication,712778008,SNOMED,2024-06-01
Lidocaine hydrocarbonate,Medication,719905003,SNOMED,2024-06-01
Canagliflozin hemihydrate,Medication,725664009,SNOMED,2024-06-01
Argatroban monohydrate,Medication,725736007,SNOMED,2024-06-01
Tertatolol hydrochloride,Medication,734455009,SNOMED,2024-06-01
Nebivolol hydrochloride,Medication,734565001,SNOMED,2024-06-01
Clopidogrel besylate,Medication,734972007,SNOMED,2024-06-01
Aspirin DL-lysine,Medication,735135008,SNOMED,2024-06-01
Prasugrel hydrochloride,Medication,735166002,SNOMED,2024-06-01
Betrixaban,Medication,735227003,SNOMED,2024-06-01
Platelet aggregation inhibitor,Medication,771452004,SNOMED,2024-06-01
Sodium channel blocker,Medication,782436006,SNOMED,2024-06-01
Porcine heparin sodium,Medication,784398008,SNOMED,2024-06-01
Vericiguat,Medication,1145150000,SNOMED,2024-06-01
Edoxaban tosilate,Medication,1162278009,SNOMED,2024-06-01
Remogliflozin etabonate,Medication,1162688000,SNOMED,2024-06-01
Cangrelor tetrasodium,Medication,1217149008,SNOMED,2024-06-01
Rosuvastatin zinc,Medication,1217216007,SNOMED,2024-06-01
Prasugrel hydrobromide,Medication,1217508004,SNOMED,2024-06-01
(S)-metoprolol succinate,Medication,1240360003,SNOMED,2024-06-01
(S)-metoprolol tartrate,Medication,1240361004,SNOMED,2024-06-01
Heparin lithium,Medication,1256102004,SNOMED,2024-06-01
Heparin ammonium,Medication,1259913003,SNOMED,2024-06-01
Argatroban anhydrous,Medication,1268948004,SNOMED,2024-06-01
Atorvastatin calcium anhydrous,Medication,1268949007,SNOMED,2024-06-01
Dapagliflozin propanediol anhydrous,Medication,1269001007,SNOMED,2024-06-01
Lidocaine hydrochloride anhydrous,Medication,1269131003,SNOMED,2024-06-01
Tirofiban hydrochloride anhydrous,Medication,1269172001,SNOMED,2024-06-01
Tirofiban hydrochloride,Medication,1269173006,SNOMED,2024-06-01
Fluindione,Medication,19351000122101,SNOMED,2024-06-01
Acetyldigitoxin,Medication,7834009,SNOMED,2024-06-01
Deslanoside,Medication,16214005,SNOMED,2024-06-01
Aluminium aspirin,Medication,25796002,SNOMED,2024-06-01
Chlorophacinone,Medication,26371006,SNOMED,2024-06-01
Disopyramide phosphate,Medication,49565007,SNOMED,2024-06-01
Labetalol hydrochloride,Medication,50627005,SNOMED,2024-06-01
Ethyl biscoumacetate,Medication,51739000,SNOMED,2024-06-01
Metoprolol tartrate,Medication,72770009,SNOMED,2024-06-01
Heptaminol,Medication,96259006,SNOMED,2024-06-01
Lovastatin,Medication,96303004,SNOMED,2024-06-01
Pravastatin sodium,Medication,96306007,SNOMED,2024-06-01
Milrinone lactate,Medication,108481006,SNOMED,2024-06-01
Epoprostenol sodium,Medication,108594006,SNOMED,2024-06-01
Argatroban,Medication,116508003,SNOMED,2024-06-01
Bivalirudin,Medication,129498009,SNOMED,2024-06-01
Penbutolol,Medication,372505004,SNOMED,2024-06-01
Pentosan polysulfate,Medication,372571007,SNOMED,2024-06-01
Direct acting anticoagulant,Medication,372636002,SNOMED,2024-06-01
Metoprolol,Medication,372826007,SNOMED,2024-06-01
Disopyramide,Medication,372844004,SNOMED,2024-06-01
Esmolol,Medication,372847006,SNOMED,2024-06-01
Mexiletine,Medication,372909002,SNOMED,2024-06-01
Sotalol,Medication,372911006,SNOMED,2024-06-01
HMG-CoA reductase inhibitor,Medication,372912004,SNOMED,2024-06-01
Beta adrenergic receptor antagonist,Medication,373254001,SNOMED,2024-06-01
Low molecular weight heparin,Medication,373294004,SNOMED,2024-06-01
Milrinone,Medication,373441005,SNOMED,2024-06-01
Cerivastatin,Medication,373443008,SNOMED,2024-06-01
Atorvastatin,Medication,373444002,SNOMED,2024-06-01
Metipranolol,Medication,373446000,SNOMED,2024-06-01
Fondaparinux sodium,Medication,385517000,SNOMED,2024-06-01
Topiramate,Medication,386844006,SNOMED,2024-06-01
Penbutolol sulfate,Medication,386865000,SNOMED,2024-06-01
Carteolol,Medication,386866004,SNOMED,2024-06-01
Ticlopidine,Medication,386950000,SNOMED,2024-06-01
Abciximab,Medication,386951001,SNOMED,2024-06-01
Dipyridamole,Medication,387371005,SNOMED,2024-06-01
Phenytoin sodium,Medication,387416005,SNOMED,2024-06-01
Practolol,Medication,387436006,SNOMED,2024-06-01
Acenocoumarol,Medication,387457003,SNOMED,2024-06-01
Aspirin,Medication,387458008,SNOMED,2024-06-01
Digoxin,Medication,387461009,SNOMED,2024-06-01
Lidocaine,Medication,387480006,SNOMED,2024-06-01
Nadolol,Medication,387482003,SNOMED,2024-06-01
Atenolol,Medication,387506000,SNOMED,2024-06-01
Digitalis,Medication,387521006,SNOMED,2024-06-01
Fluvastatin,Medication,387585004,SNOMED,2024-06-01
Iloprost,Medication,395740002,SNOMED,2024-06-01
Reviparin sodium,Medication,395864005,SNOMED,2024-06-01
Certoparin sodium,Medication,395884009,SNOMED,2024-06-01
Tinzaparin sodium,Medication,395908006,SNOMED,2024-06-01
Bemiparin sodium,Medication,410967005,SNOMED,2024-06-01
Clopidogrel bisulfate,Medication,412354008,SNOMED,2024-06-01
Hirudin,Medication,414407009,SNOMED,2024-06-01
Potassium channel blocker,Medication,415152007,SNOMED,2024-06-01
Ximelagatran,Medication,415853004,SNOMED,2024-06-01
Indirect acting anticoagulant,Medication,419847008,SNOMED,2024-06-01
Coumafuryl,Medication,421212007,SNOMED,2024-06-01
Ivabradine,Medication,421228002,SNOMED,2024-06-01
Rivaroxaban,Medication,442031002,SNOMED,2024-06-01
Treprostinil,Medication,443570007,SNOMED,2024-06-01
Pitavastatin,Medication,443586000,SNOMED,2024-06-01
Sulodexide,Medication,698844007,SNOMED,2024-06-01
Dabigatran etexilate mesylate,Medication,700039002,SNOMED,2024-06-01
Pitavastatin calcium,Medication,700402009,SNOMED,2024-06-01
Empagliflozin,Medication,703894008,SNOMED,2024-06-01
Fondaparinux,Medication,708189008,SNOMED,2024-06-01
Vorapaxar,Medication,708718003,SNOMED,2024-06-01
Hexobendine,Medication,710319000,SNOMED,2024-06-01
Cangrelor,Medication,716118009,SNOMED,2024-06-01
Tertatolol,Medication,716124003,SNOMED,2024-06-01
Indobufen,Medication,717166005,SNOMED,2024-06-01
Selexipag,Medication,717359004,SNOMED,2024-06-01
Atorvastatin calcium trihydrate,Medication,725658002,SNOMED,2024-06-01
Clopidogrel hydrochloride,Medication,734471009,SNOMED,2024-06-01
Ertugliflozin,Medication,764274008,SNOMED,2024-06-01
Dapagliflozin propanediol monohydrate,Medication,783086004,SNOMED,2024-06-01
Human protein C,Medication,784406001,SNOMED,2024-06-01
Caplacizumab,Medication,784411004,SNOMED,2024-06-01
Prasugrel besylate,Medication,1149423007,SNOMED,2024-06-01
Ertugliflozin pidolate,Medication,1162393006,SNOMED,2024-06-01
P2Y12 G-protein-coupled platelet receptor antagonist,Medication,1162905001,SNOMED,2024-06-01
Platelet glycoprotein-IIb/IIIa receptor antagonist,Medication,1162907009,SNOMED,2024-06-01
Lidocaine hydrochloride monohydrate,Medication,1217602005,SNOMED,2024-06-01
(S)-metoprolol,Medication,1240343008,SNOMED,2024-06-01
Canagliflozin anhydrous,Medication,1268978008,SNOMED,2024-06-01
Phenytoin calcium,Medication,445821000221103,SNOMED,2024-06-01
